,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2341,1938-06-12,France,Italy,1.0,3.0,FIFA World Cup,Colombes,France,False
2342,1938-06-12,Hungary,Switzerland,2.0,0.0,FIFA World Cup,Lille,France,True
2347,1938-06-17,Norway,Finland,9.0,0.0,Nordic Championship,Oslo,Norway,False
2348,1938-06-18,Argentina,Uruguay,1.0,0.0,Friendly,Buenos Aires,Argentina,False
2366,1938-08-08,Colombia,Peru,2.0,4.0,Bolivarian Games,Bogotá,Colombia,False
2367,1938-08-10,Colombia,Ecuador,1.0,2.0,Bolivarian Games,Bogotá,Colombia,False
2370,1938-08-13,Colombia,Venezuela,2.0,0.0,Bolivarian Games,Bogotá,Colombia,False
2372,1938-08-16,Colombia,Bolivia,1.0,2.0,Bolivarian Games,Bogotá,Colombia,False
2384,1938-09-04,Norway,Sweden,2.0,1.0,Friendly,Oslo,Norway,False
2391,1938-09-18,Republic of Ireland,Switzerland,4.0,0.0,Friendly,Dublin,Éire,False
2392,1938-09-18,Norway,Denmark,1.0,1.0,Nordic Championship,Oslo,Norway,False
2398,1938-10-02,Sweden,Norway,2.0,3.0,Nordic Championship,Solna,Sweden,False
2401,1938-10-12,Uruguay,Argentina,2.0,3.0,Friendly,Montevideo,Uruguay,False
2403,1938-10-22,Wales,England,4.0,2.0,British Home Championship,Cardiff,Wales,False
2405,1938-10-23,Poland,Norway,2.0,2.0,Friendly,Warsaw,Poland,False
2408,1938-11-06,Switzerland,Portugal,1.0,0.0,Friendly,Lausanne,Switzerland,False
2409,1938-11-09,England,Norway,4.0,0.0,Friendly,Newcastle,England,False
2412,1938-11-16,England,Northern Ireland,7.0,0.0,British Home Championship,Manchester,England,False
2413,1938-11-20,Italy,Switzerland,2.0,0.0,Friendly,Bologna,Italy,False
2415,1938-12-04,Italy,France,1.0,0.0,Friendly,Naples,Italy,False
2418,1939-01-15,Brazil,Argentina,1.0,5.0,Copa Roca,Rio de Janeiro,Brazil,False
2421,1939-01-22,Brazil,Argentina,3.0,2.0,Copa Roca,Rio de Janeiro,Brazil,False
2423,1939-01-22,France,Poland,4.0,0.0,Friendly,Paris,France,False
2425,1939-01-29,Belgium,Germany,1.0,4.0,Friendly,Brussels,Belgium,False
2432,1939-02-12,Portugal,Switzerland,2.0,4.0,Friendly,Lisbon,Portugal,False
2438,1939-03-16,France,Hungary,2.0,2.0,Friendly,Paris,France,False
2439,1939-03-19,Belgium,Netherlands,5.0,4.0,Friendly,Antwerp,Belgium,False
2445,1939-04-02,Switzerland,Hungary,3.0,1.0,Friendly,Zürich,Switzerland,False
2446,1939-04-15,Scotland,England,1.0,2.0,British Home Championship,Glasgow,Scotland,False
2448,1939-04-23,Netherlands,Belgium,3.0,2.0,Friendly,Amsterdam,Netherlands,False
2452,1939-05-07,Switzerland,Netherlands,2.0,1.0,Friendly,Bern,Switzerland,False
2453,1939-05-13,Italy,England,2.0,2.0,Friendly,Milan,Italy,False
2454,1939-05-14,Belgium,Switzerland,1.0,2.0,Friendly,Liège,Belgium,False
2455,1939-05-18,Belgium,France,1.0,3.0,Friendly,Brussels,Belgium,False
2458,1939-05-18,Yugoslavia,England,2.0,1.0,Friendly,Belgrade,Yugoslavia,False
2459,1939-05-20,France,Wales,2.0,1.0,Friendly,Colombes,France,False
2462,1939-05-24,Romania,England,0.0,2.0,Friendly,Bucharest,Romania,False
2463,1939-05-27,Poland,Belgium,3.0,3.0,Friendly,Łódź,Poland,False
2464,1939-06-02,Sweden,Norway,3.0,2.0,Friendly,Solna,Sweden,False
2465,1939-06-04,Poland,Switzerland,1.0,1.0,Friendly,Warsaw,Poland,False
2471,1939-06-14,Norway,Sweden,1.0,0.0,Friendly,Copenhagen,Denmark,True
2473,1939-06-18,Denmark,Norway,6.0,3.0,Friendly,Copenhagen,Denmark,False
2474,1939-06-22,Norway,Germany,0.0,4.0,Friendly,Oslo,Norway,False
2481,1939-08-14,Paraguay,Argentina,0.0,1.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2482,1939-08-16,Paraguay,Argentina,2.0,2.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2488,1939-09-03,Finland,Norway,1.0,2.0,Nordic Championship,Helsinki,Finland,False
2491,1939-09-17,Norway,Sweden,2.0,3.0,Nordic Championship,Oslo,Norway,False
2497,1939-10-22,Denmark,Norway,4.0,1.0,Nordic Championship,Copenhagen,Denmark,False
2500,1939-11-12,Switzerland,Italy,3.0,1.0,Friendly,Zürich,Switzerland,False
2505,1940-01-28,France,Portugal,3.0,2.0,Friendly,Paris,France,False
2506,1940-02-18,Argentina,Paraguay,3.0,1.0,Copa Chevallier Boutell,Avellaneda,Argentina,False
2507,1940-02-18,Brazil,Argentina,2.0,2.0,Copa Roca,São Paulo,Brazil,False
2509,1940-02-25,Argentina,Paraguay,4.0,0.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
2510,1940-02-25,Brazil,Argentina,0.0,3.0,Copa Roca,São Paulo,Brazil,False
2511,1940-03-02,Argentina,Chile,4.0,1.0,Friendly,San Martín,Argentina,False
2512,1940-03-03,Italy,Switzerland,1.0,1.0,Friendly,Turin,Italy,False
2513,1940-03-05,Argentina,Brazil,6.0,1.0,Copa Roca,Buenos Aires,Argentina,False
2514,1940-03-09,Argentina,Chile,3.0,2.0,Friendly,Buenos Aires,Argentina,False
2515,1940-03-10,Argentina,Brazil,2.0,3.0,Copa Roca,Buenos Aires,Argentina,False
2517,1940-03-17,Argentina,Brazil,5.0,1.0,Copa Roca,Avellaneda,Argentina,False
2518,1940-03-17,Belgium,Netherlands,7.0,1.0,Friendly,Antwerp,Belgium,False
2521,1940-03-31,Hungary,Switzerland,3.0,0.0,Friendly,Budapest,Hungary,False
2524,1940-04-02,Croatia,Switzerland,4.0,0.0,Friendly,Zagreb,Croatia,False
2528,1940-04-21,Netherlands,Belgium,4.0,2.0,Friendly,Amsterdam,Netherlands,False
2529,1940-04-21,Switzerland,Croatia,0.0,1.0,Friendly,Bern,Switzerland,False
2540,1940-07-18,Uruguay,Argentina,3.0,0.0,Friendly,Montevideo,Uruguay,False
2542,1940-08-15,Argentina,Uruguay,5.0,0.0,Friendly,Buenos Aires,Argentina,False
2562,1941-01-05,Chile,Argentina,1.0,2.0,Friendly,Santiago,Chile,False
2563,1941-01-09,Chile,Argentina,2.0,5.0,Friendly,Santiago,Chile,False
2564,1941-01-12,Portugal,Spain,2.0,2.0,Friendly,Lisbon,Portugal,False
2567,1941-01-19,Peru,Argentina,1.0,1.0,Friendly,Lima,Peru,False
2568,1941-01-26,Peru,Argentina,1.0,1.0,Friendly,Lima,Peru,False
2569,1941-01-29,Peru,Argentina,0.0,3.0,Friendly,Lima,Peru,False
2573,1941-02-12,Argentina,Peru,2.0,1.0,Copa América,Santiago,Chile,True
2574,1941-02-16,Argentina,Ecuador,6.0,1.0,Copa América,Santiago,Chile,True
2578,1941-02-23,Argentina,Uruguay,1.0,0.0,Copa América,Santiago,Chile,True
2581,1941-03-04,Chile,Argentina,0.0,1.0,Copa América,Santiago,Chile,False
2582,1941-03-09,Germany,Switzerland,4.0,2.0,Friendly,Stuttgart,Germany,False
2583,1941-03-16,Spain,Portugal,5.0,1.0,Friendly,Bilbao,Spain,False
2588,1941-04-20,Switzerland,Germany,2.0,1.0,Friendly,Bern,Switzerland,False
2611,1941-11-16,Switzerland,Hungary,1.0,2.0,Friendly,Zürich,Switzerland,False
2613,1941-12-28,Spain,Switzerland,3.0,2.0,Friendly,Valencia,Spain,False
2614,1942-01-01,Portugal,Switzerland,3.0,0.0,Friendly,Lisbon,Portugal,False
2616,1942-01-11,Argentina,Paraguay,4.0,3.0,Copa América,Montevideo,Uruguay,True
2618,1942-01-17,Argentina,Brazil,2.0,1.0,Copa América,Montevideo,Uruguay,True
2623,1942-01-22,Argentina,Ecuador,12.0,0.0,Copa América,Montevideo,Uruguay,True
2626,1942-01-25,Argentina,Peru,3.0,1.0,Copa América,Montevideo,Uruguay,True
2632,1942-01-31,Argentina,Chile,0.0,0.0,Copa América,Montevideo,Uruguay,True
2634,1942-02-01,Germany,Switzerland,1.0,2.0,Friendly,Vienna,Germany,False
2639,1942-02-07,Uruguay,Argentina,1.0,0.0,Copa América,Montevideo,Uruguay,False
2640,1942-03-08,France,Switzerland,0.0,2.0,Friendly,Marseille,France,False
2641,1942-03-15,Spain,France,4.0,0.0,Friendly,Seville,Spain,False
2644,1942-04-12,Germany,Spain,1.0,1.0,Friendly,Berlin,Germany,False
2645,1942-04-19,Italy,Spain,4.0,0.0,Friendly,Milan,Italy,False
2647,1942-05-25,Argentina,Uruguay,4.0,1.0,Copa Newton,Buenos Aires,Argentina,False
2661,1942-08-25,Uruguay,Argentina,1.0,1.0,Copa Lipton,Montevideo,Uruguay,False
2666,1942-10-18,Switzerland,Germany,3.0,5.0,Friendly,Bern,Switzerland,False
2668,1942-11-01,Hungary,Switzerland,3.0,0.0,Friendly,Budapest,Hungary,False
2669,1942-11-15,Switzerland,Sweden,3.0,1.0,Friendly,Zürich,Switzerland,False
2672,1943-03-28,Argentina,Uruguay,3.0,3.0,Friendly,Buenos Aires,Argentina,False
2673,1943-04-04,Switzerland,Croatia,1.0,0.0,Friendly,Zürich,Switzerland,False
2674,1943-04-04,Uruguay,Argentina,0.0,1.0,Friendly,Montevideo,Uruguay,False
2676,1943-05-16,Switzerland,Hungary,1.0,3.0,Friendly,Geneva,Switzerland,False
2679,1943-06-14,Sweden,Switzerland,1.0,0.0,Friendly,Solna,Sweden,False
2681,1943-07-10,Paraguay,Argentina,2.0,5.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2682,1943-07-11,Paraguay,Argentina,2.0,1.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2735,1944-12-24,France,Belgium,3.0,1.0,Friendly,Paris,France,False
2736,1945-01-06,Argentina,Paraguay,5.0,2.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
2737,1945-01-09,Argentina,Paraguay,5.0,3.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
2739,1945-01-18,Argentina,Bolivia,4.0,0.0,Copa América,Santiago,Chile,True
2740,1945-01-21,Brazil,Colombia,3.0,0.0,Copa América,Santiago,Chile,True
2744,1945-01-28,Colombia,Uruguay,0.0,7.0,Copa América,Santiago,Chile,True
2745,1945-01-31,Argentina,Ecuador,4.0,2.0,Copa América,Santiago,Chile,True
2746,1945-01-31,Chile,Colombia,2.0,0.0,Copa América,Santiago,Chile,False
2747,1945-02-07,Argentina,Colombia,9.0,1.0,Copa América,Santiago,Chile,True
2750,1945-02-11,Chile,Argentina,1.0,1.0,Copa América,Santiago,Chile,False
2751,1945-02-15,Argentina,Brazil,3.0,1.0,Copa América,Santiago,Chile,True
2754,1945-02-18,Colombia,Ecuador,3.0,1.0,Copa América,Santiago,Chile,True
2755,1945-02-21,Bolivia,Colombia,3.0,3.0,Copa América,Santiago,Chile,True
2757,1945-02-25,Argentina,Uruguay,1.0,0.0,Copa América,Santiago,Chile,True
2759,1945-03-11,Portugal,Spain,2.0,2.0,Friendly,Oeiras,Portugal,False
2761,1945-04-08,Switzerland,France,1.0,0.0,Friendly,Lausanne,Switzerland,False
2763,1945-05-06,Spain,Portugal,4.0,2.0,Friendly,A Coruña,Spain,False
2764,1945-05-13,Luxembourg,Belgium,4.0,1.0,Friendly,Luxembourg,Luxembourg,False
2765,1945-05-21,Switzerland,Portugal,1.0,0.0,Friendly,Basel,Switzerland,False
2766,1945-05-26,England,France,2.0,2.0,Friendly,London,England,False
2770,1945-07-07,Paraguay,Argentina,5.0,1.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2771,1945-07-09,Paraguay,Argentina,1.0,3.0,Copa Chevallier Boutell,Asunción,Paraguay,False
2772,1945-07-18,Uruguay,Argentina,2.0,2.0,Copa Lipton,Montevideo,Uruguay,False
2773,1945-07-21,Switzerland,England,3.0,1.0,Friendly,Bern,Switzerland,False
2774,1945-08-15,Argentina,Uruguay,6.0,2.0,Copa Newton,Buenos Aires,Argentina,False
2778,1945-08-26,Denmark,Norway,4.0,2.0,Friendly,Copenhagen,Denmark,False
2784,1945-09-09,Norway,Denmark,1.0,5.0,Friendly,Oslo,Norway,False
2785,1945-09-15,Northern Ireland,England,0.0,1.0,Friendly,Belfast,Northern Ireland,False
2790,1945-10-20,England,Wales,0.0,1.0,Friendly,Birmingham,England,False
2791,1945-10-21,Sweden,Norway,10.0,0.0,Friendly,Solna,Sweden,False
2792,1945-11-11,Switzerland,Italy,4.0,4.0,Friendly,Zürich,Switzerland,False
2793,1945-11-25,Switzerland,Sweden,3.0,0.0,Friendly,Geneva,Switzerland,False
2794,1945-12-06,Austria,France,4.0,1.0,Friendly,Vienna,Austria,False
2797,1945-12-15,Belgium,France,2.0,1.0,Friendly,Brussels,Belgium,False
2798,1945-12-16,Brazil,Argentina,3.0,4.0,Copa Roca,São Paulo,Brazil,False
2799,1945-12-20,Brazil,Argentina,6.0,2.0,Copa Roca,Rio de Janeiro,Brazil,False
2800,1945-12-23,Brazil,Argentina,3.0,1.0,Copa Roca,Rio de Janeiro,Brazil,False
2802,1946-01-12,Argentina,Paraguay,2.0,0.0,Copa América,Buenos Aires,Argentina,False
2805,1946-01-19,Argentina,Bolivia,7.0,1.0,Copa América,Buenos Aires,Argentina,False
2807,1946-01-19,England,Belgium,2.0,0.0,Friendly,London,England,False
2809,1946-01-23,Scotland,Belgium,2.0,2.0,Friendly,Glasgow,Scotland,False
2810,1946-01-26,Argentina,Chile,3.0,1.0,Copa América,Buenos Aires,Argentina,False
2814,1946-02-02,Argentina,Uruguay,3.0,1.0,Copa América,Buenos Aires,Argentina,False
2818,1946-02-10,Argentina,Brazil,2.0,0.0,Copa América,Buenos Aires,Argentina,False
2819,1946-02-23,Belgium,Luxembourg,7.0,0.0,Friendly,Charleroi,Belgium,False
2836,1946-04-07,France,Czechoslovakia,3.0,0.0,Friendly,Colombes,France,False
2838,1946-04-13,Scotland,England,1.0,0.0,Friendly,Glasgow,Scotland,False
2840,1946-04-14,Portugal,France,2.0,1.0,Friendly,Oeiras,Portugal,False
2841,1946-04-24,England,Scotland,2.0,2.0,Friendly,Manchester,England,False
2843,1946-05-05,France,Austria,3.0,1.0,Friendly,Colombes,France,False
2845,1946-05-11,England,Switzerland,4.0,1.0,Friendly,London,England,False
2846,1946-05-12,Netherlands,Belgium,6.0,3.0,Friendly,Amsterdam,Netherlands,False
2847,1946-05-15,Scotland,Switzerland,3.0,1.0,Friendly,Glasgow,Scotland,False
2848,1946-05-19,France,England,2.0,1.0,Friendly,Colombes,France,False
2850,1946-05-30,Belgium,Netherlands,2.0,2.0,Friendly,Antwerp,Belgium,False
2853,1946-06-16,Norway,Denmark,2.0,1.0,Friendly,Oslo,Norway,False
2854,1946-06-16,Portugal,Republic of Ireland,3.0,1.0,Friendly,Oeiras,Portugal,False
2857,1946-06-23,Spain,Republic of Ireland,0.0,1.0,Friendly,Madrid,Spain,False
2858,1946-06-28,Norway,Finland,12.0,0.0,Friendly,Bergen,Norway,False
2859,1946-07-07,Sweden,Switzerland,7.0,2.0,Friendly,Solna,Sweden,False
2860,1946-07-08,Denmark,Norway,2.0,0.0,Friendly,Copenhagen,Denmark,False
2862,1946-07-28,Luxembourg,Norway,3.0,2.0,Friendly,Luxembourg,Luxembourg,False
2865,1946-09-14,Czechoslovakia,Switzerland,3.0,2.0,Friendly,Prague,Czechoslovakia,False
2867,1946-09-15,Norway,Sweden,0.0,3.0,Friendly,Oslo,Norway,False
2870,1946-09-28,Northern Ireland,England,2.0,7.0,British Home Championship,Belfast,Northern Ireland,False
2871,1946-09-30,Republic of Ireland,England,0.0,1.0,Friendly,Dublin,Éire,False
2880,1946-10-20,Denmark,Norway,7.0,1.0,Friendly,Copenhagen,Denmark,False
2888,1946-11-10,Switzerland,Austria,1.0,0.0,Friendly,Bern,Switzerland,False
2889,1946-11-13,England,Wales,3.0,0.0,British Home Championship,Manchester,England,False
2892,1946-11-27,England,Netherlands,8.0,2.0,Friendly,Huddersfield,England,False
2895,1946-12-09,Colombia,Curaçao,4.0,2.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2898,1946-12-12,Colombia,Venezuela,2.0,0.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2902,1946-12-15,Colombia,Guatemala,4.0,2.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2904,1946-12-16,Colombia,Puerto Rico,4.0,1.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2909,1946-12-18,Colombia,Costa Rica,4.0,1.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2912,1946-12-20,Colombia,Panama,2.0,1.0,Central American and Caribbean Games,Barranquilla,Colombia,False
2917,1947-01-05,Portugal,Switzerland,2.0,2.0,Friendly,Lisbon,Portugal,False
2918,1947-01-26,Portugal,Spain,4.0,1.0,Friendly,Oeiras,Portugal,False
2928,1947-03-02,Republic of Ireland,Spain,3.0,2.0,Friendly,Dublin,Éire,False
2930,1947-03-23,France,Portugal,1.0,0.0,Friendly,Colombes,France,False
2933,1947-04-07,Netherlands,Belgium,2.0,1.0,Friendly,Amsterdam,Netherlands,False
2934,1947-04-12,England,Scotland,1.0,1.0,British Home Championship,London,England,False
2936,1947-04-27,Italy,Switzerland,5.0,2.0,Friendly,Florence,Italy,False
2938,1947-05-03,England,France,3.0,0.0,Friendly,London,England,False
2939,1947-05-04,Belgium,Netherlands,1.0,2.0,Friendly,Antwerp,Belgium,False
2941,1947-05-04,Republic of Ireland,Portugal,0.0,2.0,Friendly,Dublin,Éire,False
2946,1947-05-18,Belgium,Scotland,2.0,1.0,Friendly,Brussels,Belgium,False
2947,1947-05-18,Switzerland,England,1.0,0.0,Friendly,Zürich,Switzerland,False
2951,1947-05-25,Portugal,England,0.0,10.0,Friendly,Oeiras,Portugal,False
2952,1947-05-26,France,Netherlands,4.0,0.0,Friendly,Colombes,France,False
2954,1947-06-01,France,Belgium,4.0,2.0,Friendly,Colombes,France,False
2957,1947-06-08,Switzerland,France,1.0,2.0,Friendly,Lausanne,Switzerland,False
2958,1947-06-11,Norway,Poland,3.0,1.0,Friendly,Oslo,Norway,False
2966,1947-06-26,Finland,Norway,1.0,2.0,Friendly,Helsinki,Finland,False
2969,1947-06-28,Norway,Sweden,1.0,5.0,Friendly,Helsinki,Finland,True
2974,1947-07-13,Mexico,United States,5.0,0.0,NAFC Championship,Havana,Cuba,True
2978,1947-07-20,Cuba,United States,5.0,2.0,NAFC Championship,Havana,Cuba,False
2979,1947-07-24,Iceland,Norway,2.0,4.0,Friendly,Reykjavík,Iceland,False
2986,1947-09-07,Finland,Norway,3.0,3.0,Nordic Championship,Helsinki,Finland,False
2995,1947-09-21,Belgium,England,2.0,5.0,Friendly,Brussels,Belgium,False
2996,1947-09-21,Netherlands,Switzerland,6.0,2.0,Friendly,Amsterdam,Netherlands,False
2997,1947-09-21,Norway,Denmark,3.0,5.0,Nordic Championship,Oslo,Norway,False
3004,1947-10-05,Sweden,Norway,4.0,1.0,Nordic Championship,Solna,Sweden,False
3008,1947-10-18,Wales,England,0.0,3.0,British Home Championship,Cardiff,Wales,False
3010,1947-10-19,Catalonia,Spain,3.0,1.0,Friendly,Barcelona,Spain,False
3013,1947-11-02,Switzerland,Belgium,4.0,0.0,Friendly,Geneva,Switzerland,False
3014,1947-11-05,England,Northern Ireland,2.0,2.0,British Home Championship,Liverpool,England,False
3023,1947-11-19,England,Sweden,4.0,2.0,Friendly,London,England,False
3024,1947-11-23,Portugal,France,2.0,4.0,Friendly,Oeiras,Portugal,False
3026,1947-12-02,Argentina,Paraguay,6.0,0.0,Copa América,Guayaquil,Ecuador,True
3027,1947-12-02,Colombia,Uruguay,0.0,2.0,Copa América,Guayaquil,Ecuador,True
3028,1947-12-04,Argentina,Bolivia,7.0,0.0,Copa América,Guayaquil,Ecuador,True
3029,1947-12-04,Ecuador,Colombia,0.0,0.0,Copa América,Guayaquil,Ecuador,False
3037,1947-12-11,Argentina,Peru,3.0,2.0,Copa América,Guayaquil,Ecuador,True
3039,1947-12-13,Bolivia,Colombia,0.0,0.0,Copa América,Guayaquil,Ecuador,True
3042,1947-12-16,Argentina,Chile,1.0,1.0,Copa América,Guayaquil,Ecuador,True
3044,1947-12-18,Argentina,Colombia,6.0,0.0,Copa América,Guayaquil,Ecuador,True
3046,1947-12-20,Colombia,Paraguay,0.0,2.0,Copa América,Guayaquil,Ecuador,True
3049,1947-12-23,Colombia,Peru,1.0,5.0,Copa América,Guayaquil,Ecuador,True
3050,1947-12-25,Ecuador,Argentina,0.0,2.0,Copa América,Guayaquil,Ecuador,False
3053,1947-12-28,Argentina,Uruguay,3.0,1.0,Copa América,Guayaquil,Ecuador,True
3054,1947-12-29,Chile,Colombia,4.0,1.0,Copa América,Guayaquil,Ecuador,True
3071,1948-03-14,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False
3081,1948-03-21,Spain,Portugal,2.0,0.0,Friendly,Madrid,Spain,False
3083,1948-04-04,France,Italy,1.0,3.0,Friendly,Colombes,France,False
3085,1948-04-10,Scotland,England,0.0,2.0,British Home Championship,Glasgow,Scotland,False
3088,1948-04-18,Austria,Switzerland,3.0,1.0,Friendly,Vienna,Austria,False
3089,1948-04-18,Netherlands,Belgium,2.0,2.0,Friendly,Rotterdam,Netherlands,False
3092,1948-04-21,Hungary,Switzerland,7.0,4.0,Central European International Cup,Budapest,Hungary,False
3094,1948-04-28,Scotland,Belgium,2.0,0.0,Friendly,Glasgow,Scotland,False
3098,1948-05-16,Italy,England,0.0,4.0,Friendly,Turin,Italy,False
3099,1948-05-17,Switzerland,Scotland,2.0,1.0,Friendly,Bern,Switzerland,False
3101,1948-05-23,France,Scotland,3.0,0.0,Friendly,Colombes,France,False
3103,1948-05-23,Portugal,Republic of Ireland,2.0,0.0,Friendly,Oeiras,Portugal,False
3105,1948-05-26,Norway,Netherlands,1.0,2.0,Friendly,Oslo,Norway,False
3106,1948-05-30,Spain,Republic of Ireland,2.0,1.0,Friendly,Barcelona,Spain,False
3109,1948-06-06,Belgium,France,4.0,2.0,Friendly,Brussels,Belgium,False
3113,1948-06-12,Czechoslovakia,France,0.0,4.0,Friendly,Prague,Czechoslovakia,False
3114,1948-06-12,Denmark,Norway,1.0,2.0,Nordic Championship,Copenhagen,Denmark,False
3118,1948-06-20,Switzerland,Spain,3.0,3.0,Friendly,Zürich,Switzerland,False
3129,1948-08-06,Norway,United States,11.0,0.0,Friendly,Oslo,Norway,False
3130,1948-08-11,Northern Ireland,United States,5.0,0.0,Friendly,Belfast,Northern Ireland,False
3138,1948-09-05,Norway,Finland,2.0,0.0,Nordic Championship,Oslo,Norway,False
3141,1948-09-19,Norway,Sweden,3.0,5.0,Nordic Championship,Oslo,Norway,False
3146,1948-09-26,Denmark,England,0.0,0.0,Friendly,Copenhagen,Denmark,False
3149,1948-09-26,United States,Israel,3.0,1.0,Friendly,East Rutherford,United States,False
3154,1948-10-09,Northern Ireland,England,2.0,6.0,British Home Championship,Belfast,Northern Ireland,False
3158,1948-10-10,Switzerland,Czechoslovakia,1.0,1.0,Central European International Cup,Basel,Switzerland,False
3162,1948-10-17,France,Belgium,3.0,3.0,Friendly,Colombes,France,False
3172,1948-11-10,England,Wales,1.0,0.0,British Home Championship,Birmingham,England,False
3175,1948-11-21,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False
3177,1948-12-02,England,Switzerland,6.0,0.0,Friendly,London,England,False
3178,1948-12-05,Republic of Ireland,Switzerland,0.0,1.0,Friendly,Dublin,Éire,False
3184,1948-12-24,Egypt,Norway,1.0,1.0,Friendly,Cairo,Egypt,False
3186,1949-01-02,Spain,Belgium,1.0,1.0,Friendly,Barcelona,Spain,False
3189,1949-02-27,Italy,Portugal,4.0,1.0,Friendly,Genoa,Italy,False
3191,1949-03-13,Netherlands,Belgium,3.0,3.0,Friendly,Amsterdam,Netherlands,False
3193,1949-03-20,Portugal,Spain,1.0,1.0,Friendly,Oeiras,Portugal,False
3195,1949-03-27,Spain,Italy,1.0,3.0,Friendly,Madrid,Spain,False
